Employee_Name,EmpID,MarriedID,MaritalStatusID,EmpStatusID,DeptID,PerfScoreID,Salary,Termd,PositionID,State,Zip,DOB,MaritalDesc,CitizenDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences
"Robertson, Peter",10224,1,1,5,5,3,55578,1,20,MA,2138,7/3/1972,Married,US Citizen,7/5/2011,2/8/2012,Another position,Voluntarily Terminated,Production       ,20,Indeed,Fully Meets,4.2,5,0,1/5/2014,0,13
"Robinson, Alain  ",10047,1,1,5,5,3,50428,1,19,MA,1420,1/7/1974,Married,US Citizen,1/10/2011,1/26/2016,attendance,Voluntarily Terminated,Production       ,11,Indeed,Fully Meets,5,3,0,1/9/2017,0,11
"Robinson, Cherly",10285,1,1,4,5,2,61422,1,19,MA,1460,1/7/1985,Married,US Citizen,1/10/2011,5/17/2016,attendance,Terminated for Cause,Production       ,19,Indeed,Needs Improvement,3.6,3,0,4/5/2018,4,16
"Robinson, Elias",10020,0,4,1,5,4,63353,0,19,MA,1730,1/28/1985,Widowed,US Citizen,7/8/2013,,N/A-StillEmployed,Active,Production       ,12,Employee Referral,Exceeds,3.6,5,0,2/10/2021,0,4
"Roby, Lori ",10162,1,1,1,3,3,89883,0,9,MA,1886,10/11/1981,Married,US Citizen,2/16/2015,,N/A-StillEmployed,Active,IT/IS,4,Employee Referral,Fully Meets,3.69,5,6,2/13/2021,0,15
"Roehrich, Bianca",10149,0,0,5,3,3,120000,1,29,MA,2703,5/27/1973,Single,US Citizen,1/5/2015,11/10/2018,Another position,Voluntarily Terminated,IT/IS,4,LinkedIn,Fully Meets,3.88,3,7,2/13/2020,0,12
"Roper, Katie",10086,0,0,1,3,3,150290,0,7,MA,2056,11/21/1972,Single,US Citizen,1/7/2017,,N/A-StillEmployed,Active,IT/IS,13,Indeed,Fully Meets,4.94,3,5,2/5/2021,0,17
"Rose, Ashley  ",10054,0,3,1,5,3,60627,0,19,MA,1886,12/5/1974,Separated,US Citizen,1/6/2014,,N/A-StillEmployed,Active,Production       ,14,Website,Fully Meets,5,4,0,1/30/2021,0,8
"Rossetti, Bruno",10065,0,0,5,5,3,53180,1,19,MA,2155,3/18/1987,Single,US Citizen,4/4/2011,8/13/2018,Another position,Voluntarily Terminated,Production       ,20,Google Search,Fully Meets,5,5,0,7/1/2020,0,4
"Roup,Simon",10198,0,0,1,3,3,140920,0,13,MA,2481,4/5/1973,Single,US Citizen,1/20/2013,,N/A-StillEmployed,Active,IT/IS,5,Indeed,Fully Meets,3.6,5,7,2/17/2021,0,13
"Ruiz, Ricardo",10222,0,2,5,3,3,148999,1,13,MA,1915,1/4/1964,Divorced,US Citizen,1/9/2012,11/4/2015,hours,Voluntarily Terminated,IT/IS,5,Diversity Job Fair,Fully Meets,4.3,4,6,1/3/2017,0,8
"Saada, Adell",10126,1,1,1,4,3,86214,0,24,MA,2132,7/24/1986,Married,US Citizen,11/5/2012,,N/A-StillEmployed,Active,Software Engineering,10,Indeed,Fully Meets,4.2,3,6,2/12/2021,0,2
"Saar-Beckles, Melinda",10295,0,0,2,5,2,47750,0,19,MA,1801,6/6/1968,Single,US Citizen,7/4/2016,,N/A-StillEmployed,Active,Production       ,18,Diversity Job Fair,Needs Improvement,2.6,4,0,2/17/2021,5,4
"Sadki, Nore  ",10260,0,0,5,5,3,46428,1,19,MA,2148,12/21/1974,Single,US Citizen,1/5/2009,7/30/2018,relocation out of area,Voluntarily Terminated,Production       ,22,Google Search,Fully Meets,4.6,5,0,2/5/2020,0,7
"Sahoo, Adil",10233,1,1,1,5,3,57975,0,20,MA,2062,4/26/1986,Married,US Citizen,8/30/2010,,N/A-StillEmployed,Active,Production       ,18,CareerBuilder,Fully Meets,4.1,3,0,1/9/2021,0,13
"Salter, Jason",10229,0,2,5,3,3,88527,1,9,MA,2452,12/17/1987,Divorced,US Citizen,1/5/2015,10/31/2015,hours,Voluntarily Terminated,IT/IS,4,LinkedIn,Fully Meets,4.2,3,5,4/19/2017,0,2
"Sander, Kamrin",10169,1,1,1,5,3,56147,0,19,MA,2154,7/10/1988,Married,US Citizen,9/29/2014,,N/A-StillEmployed,Active,Production       ,16,LinkedIn,Fully Meets,3.51,3,0,2/17/2021,0,2
"Sewkumar, Nori",10071,0,0,3,5,3,50923,0,19,MA,2191,3/10/1975,Single,US Citizen,9/30/2013,,N/A-StillEmployed,Active,Production       ,,Google Search,Fully Meets,5,5,0,2/5/2021,0,14
"Shepard, Anita ",10179,1,1,1,3,3,50750,0,15,MA,1773,4/14/1981,Married,US Citizen,9/30/2014,,N/A-StillEmployed,Active,IT/IS,7,LinkedIn,Fully Meets,3.31,3,6,1/6/2021,0,7
"Shields, Seffi",10091,1,1,1,5,3,52087,0,19,MA,2149,8/24/1985,Married,US Citizen,8/19/2013,,N/A-StillEmployed,Active,Production       ,11,LinkedIn,Fully Meets,4.81,4,0,2/14/2021,0,15
"Simard, Kramer",10178,1,1,1,3,3,87826,0,9,MA,2110,2/8/1970,Married,US Citizen,1/5/2015,,N/A-StillEmployed,Active,IT/IS,4,Employee Referral,Fully Meets,3.32,3,7,1/13/2021,0,16
"Singh, Nan ",10039,0,0,1,1,3,51920,0,2,MA,2330,5/19/1988,Single,US Citizen,5/1/2015,,N/A-StillEmployed,Active,Admin Offices,1,Website,Fully Meets,5,3,5,1/14/2021,0,2
"Sloan, Constance",10095,0,0,5,5,3,63878,1,20,MA,1851,11/25/1987,Single,US Citizen,10/26/2009,4/8/2015,maternity leave - did not return,Voluntarily Terminated,Production       ,22,CareerBuilder,Fully Meets,4.68,4,0,4/1/2017,0,20
"Smith, Joe",10027,0,0,1,5,4,60656,0,20,MA,2045,10/30/1963,Single,US Citizen,9/29/2014,,N/A-StillEmployed,Active,Production       ,16,Indeed,Exceeds,4.3,3,0,1/27/2021,0,4
"Smith, John",10291,0,2,1,6,2,72992,0,21,MA,1886,8/16/1984,Divorced,US Citizen,5/18/2014,,N/A-StillEmployed,Active,Sales,15,Diversity Job Fair,Needs Improvement,2.4,4,0,1/15/2021,2,16
"Smith, Leigh Ann",10153,1,1,5,1,3,55000,1,2,MA,1844,6/14/1987,Married,US Citizen,9/26/2011,9/25/2013,career change,Voluntarily Terminated,Admin Offices,1,Diversity Job Fair,Fully Meets,3.8,4,4,8/15/2015,0,17
"Smith, Sade",10157,0,0,1,5,3,58939,0,19,MA,2130,2/2/1965,Single,US Citizen,11/11/2013,,N/A-StillEmployed,Active,Production       ,19,Employee Referral,Fully Meets,3.73,3,0,1/23/2021,0,16
"Soto, Julia ",10119,1,1,1,3,3,66593,0,14,MA,2360,3/12/1973,Married,US Citizen,6/10/2011,,N/A-StillEmployed,Active,IT/IS,6,LinkedIn,Fully Meets,4.3,3,5,2/7/2021,0,19
"Soze, Keyser",10180,1,1,2,3,3,87565,0,28,MA,1545,2/9/1983,Married,US Citizen,6/30/2016,,N/A-StillEmployed,Active,IT/IS,7,LinkedIn,Fully Meets,3.27,4,5,1/13/2021,0,13
"Sparks, Taylor  ",10302,1,1,1,5,1,64021,0,19,MA,2093,7/20/1968,Married,US Citizen,2/20/2012,,N/A-StillEmployed,Active,Production       ,12,Indeed,PIP,2.4,2,1,2/24/2021,6,20
"Spirea, Kelley",10090,1,1,1,5,3,65714,0,18,MA,2451,9/30/1975,Married,US Citizen,10/2/2012,,N/A-StillEmployed,Active,Production       ,2,LinkedIn,Fully Meets,4.83,5,0,2/13/2021,0,15
"Squatrito, Kristen",10030,0,2,5,5,4,62425,1,19,MA,2359,3/26/1973,Divorced,US Citizen,5/13/2013,6/29/2015,unhappy,Voluntarily Terminated,Production       ,14,LinkedIn,Exceeds,4.1,4,0,3/1/2017,0,16
"Stanford,Barbara  M",10278,0,2,1,5,3,47961,0,19,MA,2050,8/25/1982,Divorced,US Citizen,1/10/2011,,N/A-StillEmployed,Active,Production       ,20,Google Search,Fully Meets,4.1,4,0,2/6/2021,0,9
"Stansfield, Norman",10307,1,1,1,6,1,58273,0,3,NV,89139,5/9/1974,Married,US Citizen,5/12/2014,,N/A-StillEmployed,Active,Sales,21,Website,PIP,1.81,2,0,1/16/2021,3,5
"Steans, Tyrone  ",10147,0,0,1,1,3,63003,0,1,MA,2703,9/1/1986,Single,US Citizen,9/29/2014,,N/A-StillEmployed,Active,Admin Offices,1,Indeed,Fully Meets,3.9,5,5,1/17/2021,0,9
"Stoica, Rick",10266,1,1,1,5,3,61355,0,19,MA,2301,3/14/1985,Married,US Citizen,2/17/2014,,N/A-StillEmployed,Active,Production       ,18,LinkedIn,Fully Meets,4.7,3,0,1/10/2021,0,4
"Strong, Caitrin",10241,1,1,1,6,3,60120,0,3,MT,59102,5/12/1989,Married,US Citizen,9/27/2010,,N/A-StillEmployed,Active,Sales,17,Indeed,Fully Meets,4.1,4,0,1/30/2021,0,18
"Sullivan, Kissy ",10158,1,1,1,5,3,63682,0,18,MA,1776,3/28/1978,Married,US Citizen,1/8/2009,,N/A-StillEmployed,Active,Production       ,2,Indeed,Fully Meets,3.73,4,0,1/23/2021,0,12
"Sullivan, Timothy",10117,1,1,1,5,3,63025,0,19,MA,2747,10/7/1982,Married,US Citizen,1/5/2015,,N/A-StillEmployed,Active,Production       ,22,Google Search,Fully Meets,4.36,5,0,1/23/2021,0,10
"Sutwell, Barbara",10209,0,0,1,5,3,59238,0,19,MA,2718,8/15/1968,Single,Eligible NonCitizen,5/14/2012,,N/A-StillEmployed,Active,Production       ,16,Indeed,Fully Meets,3.4,5,0,1/30/2021,0,13
"Szabo, Andrew",10024,0,0,1,4,4,92989,0,24,MA,2140,5/6/1983,Single,US Citizen,7/7/2014,,N/A-StillEmployed,Active,Software Engineering,10,LinkedIn,Exceeds,4.5,5,5,2/17/2021,0,1
"Tannen, Biff",10173,1,1,1,3,3,90100,0,4,MA,2134,10/24/1987,Married,US Citizen,4/20/2017,,N/A-StillEmployed,Active,IT/IS,13,Indeed,Fully Meets,3.4,3,6,1/1/2021,0,14
"Tavares, Desiree  ",10221,1,1,5,5,3,60754,1,19,MA,1801,4/3/1975,Married,Non-Citizen,4/27/2009,4/1/2013,Another position,Voluntarily Terminated,Production       ,39,Diversity Job Fair,Fully Meets,4.5,5,0,2/14/2014,0,11
"Tejeda, Lenora ",10146,1,1,5,5,3,72202,1,20,MA,2129,5/24/1953,Married,US Citizen,5/16/2011,7/8/2017,Another position,Voluntarily Terminated,Production       ,16,Google Search,Fully Meets,3.93,3,0,4/18/2019,0,3
"Terry, Sharlene ",10161,0,0,1,6,3,58370,0,3,OR,97756,5/7/1965,Single,US Citizen,9/29/2014,,N/A-StillEmployed,Active,Sales,21,Indeed,Fully Meets,3.69,3,0,1/27/2021,0,18
"Theamstern, Sophia",10141,0,0,5,5,3,48413,1,19,MA,2066,5/9/1965,Single,US Citizen,7/5/2011,9/5/2016,return to school,Voluntarily Terminated,Production       ,11,Indeed,Fully Meets,3.98,4,0,3/2/2018,0,1
"Thibaud, Kenneth",10268,0,4,5,5,3,67176,1,20,MA,2472,9/16/1975,Widowed,US Citizen,6/25/2007,8/30/2010,military,Voluntarily Terminated,Production       ,39,Other,Fully Meets,4.1,4,0,7/13/2012,0,15
"Tippett, Jeanette",10123,0,2,1,5,3,56339,0,19,MA,2093,6/5/1967,Divorced,US Citizen,2/18/2013,,N/A-StillEmployed,Active,Production       ,12,Indeed,Fully Meets,4.21,5,0,1/13/2021,0,4
"Torrence, Jack",10013,0,3,1,6,4,64397,0,3,ND,58782,1/15/1968,Separated,US Citizen,1/9/2006,,N/A-StillEmployed,Active,Sales,21,Indeed,Exceeds,4.1,3,0,1/3/2021,0,6
"Trang, Mei",10287,0,0,1,5,2,63025,0,19,MA,2021,5/16/1983,Single,US Citizen,2/17/2014,,N/A-StillEmployed,Active,Production       ,14,LinkedIn,Needs Improvement,2.44,5,0,2/10/2021,4,18
"Tredinnick, Neville ",10044,1,1,5,3,3,75281,1,15,MA,1420,5/5/1988,Married,US Citizen,1/5/2015,2/12/2016,medical issues,Voluntarily Terminated,IT/IS,7,CareerBuilder,Fully Meets,5,3,5,4/14/2017,0,11
"True, Edward",10102,0,0,5,4,3,100416,1,24,MA,2451,6/14/1983,Single,Non-Citizen,2/18/2013,4/15/2018,medical issues,Voluntarily Terminated,Software Engineering,10,Diversity Job Fair,Fully Meets,4.6,3,4,2/12/2019,0,9
"Trzeciak, Cybil",10270,0,0,5,5,3,74813,1,20,MA,1778,3/15/1985,Single,US Citizen,1/10/2011,7/2/2014,unhappy,Voluntarily Terminated,Production       ,11,LinkedIn,Fully Meets,4.4,3,0,1/5/2016,0,5
"Turpin, Jumil",10045,1,1,1,3,3,76029,0,15,MA,2343,3/31/1969,Married,Eligible NonCitizen,3/30/2015,,N/A-StillEmployed,Active,IT/IS,7,Employee Referral,Fully Meets,5,4,7,1/13/2021,0,8
"Valentin,Jackie",10205,1,1,1,6,3,57859,0,3,AZ,85006,5/23/1991,Married,US Citizen,7/5/2011,,N/A-StillEmployed,Active,Sales,17,Indeed,Fully Meets,2.81,3,0,1/16/2021,0,16
"Veera, Abdellah ",10014,0,2,5,5,4,58523,1,19,MA,2171,1/31/1987,Divorced,US Citizen,8/13/2012,2/5/2016,maternity leave - did not return,Voluntarily Terminated,Production       ,20,LinkedIn,Exceeds,4.5,5,0,1/31/2018,0,15
"Vega, Vincent",10144,0,2,1,5,3,88976,0,17,MA,2169,10/10/1968,Divorced,US Citizen,8/1/2011,,N/A-StillEmployed,Active,Production       ,2,Employee Referral,Fully Meets,3.93,3,0,2/26/2021,0,19
"Villanueva, Noah",10253,0,0,1,6,3,55875,0,3,ME,4063,7/11/1989,Single,US Citizen,3/5/2012,,N/A-StillEmployed,Active,Sales,17,Website,Fully Meets,4.5,4,0,1/17/2021,0,11
"Voldemort, Lord",10118,1,1,4,3,3,113999,1,8,MA,1960,8/7/1986,Married,US Citizen,2/16/2015,2/22/2017,"no-call, no-show",Terminated for Cause,IT/IS,4,Employee Referral,Fully Meets,4.33,3,7,2/15/2019,0,9
"Volk, Colleen",10022,1,1,4,5,4,49773,1,19,MA,2747,6/3/1986,Married,US Citizen,9/26/2011,2/8/2016,gross misconduct,Terminated for Cause,Production       ,18,Google Search,Exceeds,4.3,5,0,1/31/2017,0,18
"Von Massenbach, Anna",10183,0,0,2,5,3,62068,0,19,MA,2124,4/6/1985,Single,US Citizen,7/5/2015,,N/A-StillEmployed,Active,Production       ,22,LinkedIn,Fully Meets,3.21,3,0,1/28/2021,0,7
"Walker, Roger",10190,0,0,1,5,3,66541,0,20,MA,2459,2/10/1976,Single,US Citizen,8/18/2014,,N/A-StillEmployed,Active,Production       ,19,Employee Referral,Fully Meets,3.11,5,0,2/11/2021,0,4
"Wallace, Courtney  E",10274,1,1,5,5,3,80512,1,18,MA,2478,11/14/1955,Married,US Citizen,9/26/2011,1/2/2012,Another position,Voluntarily Terminated,Production       ,2,Diversity Job Fair,Fully Meets,4.5,3,0,1/1/2014,0,5
"Wallace, Theresa",10293,0,0,5,5,2,50274,1,19,MA,1887,8/2/1980,Single,US Citizen,8/13/2012,9/1/2015,career change,Voluntarily Terminated,Production       ,16,CareerBuilder,Needs Improvement,2.5,3,0,9/4/2016,6,13
"Wang, Charlie",10172,0,0,1,3,3,84903,0,22,MA,1887,7/8/1981,Single,US Citizen,2/15/2017,,N/A-StillEmployed,Active,IT/IS,13,Indeed,Fully Meets,3.42,4,7,1/3/2021,0,17
"Warfield, Sarah",10127,0,4,1,3,3,107226,0,28,MA,2453,5/2/1978,Widowed,US Citizen,3/30/2015,,N/A-StillEmployed,Active,IT/IS,7,Employee Referral,Fully Meets,4.2,4,8,2/4/2021,0,7
"Whittier, Scott",10072,0,0,5,5,3,58371,1,19,MA,2030,5/24/1987,Single,US Citizen,1/10/2011,5/15/2014,hours,Voluntarily Terminated,Production       ,39,LinkedIn,Fully Meets,5,5,0,5/14/2016,0,11
"Wilber, Barry",10048,1,1,5,5,3,55140,1,19,MA,2324,9/9/1965,Married,Eligible NonCitizen,5/16/2011,9/7/2015,unhappy,Voluntarily Terminated,Production       ,11,Website,Fully Meets,5,3,0,2/14/2017,0,7
"Wilkes, Annie",10204,0,2,5,5,3,58062,1,19,MA,1876,7/30/1983,Divorced,US Citizen,1/10/2011,5/14/2012,Another position,Voluntarily Terminated,Production       ,19,Google Search,Fully Meets,3.6,5,0,2/5/2013,0,9
"Williams, Jacquelyn  ",10264,0,0,5,5,3,59728,1,19,MA,2109,10/2/1969,Single,US Citizen,1/9/2012,6/27/2015,relocation out of area,Voluntarily Terminated,Production       ,19,Diversity Job Fair,Fully Meets,4.3,4,0,6/1/2016,0,16
"Winthrop, Jordan  ",10033,0,0,5,5,4,70507,1,20,MA,2045,11/7/1958,Single,US Citizen,1/7/2013,2/21/2016,retiring,Voluntarily Terminated,Production       ,12,LinkedIn,Exceeds,5,3,0,1/18/2018,0,7
"Wolk, Hang  T",10174,0,0,1,5,3,60446,0,20,MA,2302,4/20/1985,Single,US Citizen,9/29/2014,,N/A-StillEmployed,Active,Production       ,14,LinkedIn,Fully Meets,3.4,4,0,2/20/2021,0,14
"Woodson, Jason",10135,0,0,1,5,3,65893,0,20,MA,1810,5/11/1985,Single,US Citizen,7/7/2014,,N/A-StillEmployed,Active,Production       ,20,LinkedIn,Fully Meets,4.07,4,0,2/27/2021,0,13
"Ybarra, Catherine ",10301,0,0,5,5,1,48513,1,19,MA,2458,5/4/1982,Single,US Citizen,9/2/2008,9/29/2015,Another position,Voluntarily Terminated,Production       ,12,Google Search,PIP,3.2,2,0,9/1/2017,5,4
"Zamora, Jennifer",10010,0,0,1,3,4,220450,0,6,MA,2067,8/30/1979,Single,US Citizen,4/10/2010,,N/A-StillEmployed,Active,IT/IS,2,Employee Referral,Exceeds,4.6,5,6,2/20/2021,0,16
"Zhou, Julia",10043,0,0,1,3,3,89292,0,9,MA,2148,2/24/1979,Single,US Citizen,3/30/2015,,N/A-StillEmployed,Active,IT/IS,4,Employee Referral,Fully Meets,5,3,5,1/31/2021,0,11
"Zima, Colleen",10271,0,4,1,5,3,45046,0,19,MA,1730,8/17/1978,Widowed,US Citizen,9/29/2014,,N/A-StillEmployed,Active,Production       ,14,LinkedIn,Fully Meets,4.5,5,0,1/29/2021,0,2
